rad_scale,transport_scale,storage_scale,mode,stress,n,failure_rate,throughput_failure_rate,mean_V,median_V,CVaR90_V,CVaR95_V,mean_unsafe_fraction,mean_Y_final,max_Tc_p95,min_Es_p05,min_Pm_p05
16.0,6.0,2.0,a10_hybrid,burst_heat,4,1.0,0.5,0.632802228939415,0.5220802797184988,1.1186265038888585,1.1186265038888585,0.31,0.7878178709927441,1.5169348002200616,0.23996731291044568,0.84
16.0,6.0,2.0,a10_hybrid,combined_harsh,4,1.0,1.0,2.778474974777389,2.756334295948607,4.325940403605575,4.325940403605575,0.8485416666666667,0.688965493303278,1.7895632397255374,0.18786315043494736,0.5336309554140012
16.0,6.0,2.0,a10_hybrid,combined_moderate,4,1.0,1.0,0.6208850866882567,0.5869117718970943,1.047188384290505,1.047188384290505,0.5008333333333334,0.7431795976246167,1.46520528042196,0.21379330058177015,0.72
16.0,6.0,2.0,a10_hybrid,eclipse_transition,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818116929773783,0.962539500112333,0.2861775220862825,0.84
16.0,6.0,2.0,a10_hybrid,nominal,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821154587491322,0.966278745873599,0.28246979015631085,0.84
16.0,6.0,2.0,a10_hybrid,power_shortage,4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.8051614538780392,0.9712201593910336,0.2766395287402999,0.7971747475467341
16.0,6.0,2.0,a10_hybrid,radiator_degradation,4,0.75,0.75,0.0023510674024120755,0.00017438630438010481,0.009055497000888093,0.009055497000888093,0.200625,0.7849139955756284,1.0353833207854477,0.2462423720733964,0.84
16.0,6.0,2.0,a10_hybrid,solar_heating,4,0.25,0.25,0.0006922644442741893,0.0,0.0027690577770967573,0.0027690577770967573,0.114375,0.8013746698859928,1.0159794557589559,0.25517044241738684,0.84
16.0,6.0,2.0,a10_hybrid,storage_saturation,4,1.0,1.0,0.1755397690593984,0.20696909145594958,0.24412021587537924,0.24412021587537924,0.18083333333333335,0.7466061366674415,1.2685769253798165,0.2121610658023723,0.84
16.0,6.0,2.0,a10_hybrid_v2,burst_heat,4,1.0,0.0,0.9496437825988779,0.8476498800363059,1.6069998954391878,1.6069998954391878,0.39708333333333334,0.8803453680904418,1.603556780010662,0.27335193551142284,0.84
16.0,6.0,2.0,a10_hybrid_v2,combined_harsh,4,1.0,0.0,2.672513672299875,2.6495823951355315,3.474570283273191,3.474570283273191,0.9304166666666667,0.8323694030034832,1.737207814828438,0.2122482962957519,0.37529019796250135
16.0,6.0,2.0,a10_hybrid_v2,combined_moderate,4,1.0,0.0,0.8237995220291865,0.8413336294433986,0.9807167040391876,0.9807167040391876,0.7516666666666666,0.8570886941980234,1.456229495015256,0.24329903607684514,0.697162843409176
16.0,6.0,2.0,a10_hybrid_v2,eclipse_transition,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8969595106458784,0.9879529002346635,0.3211904015154381,0.84
16.0,6.0,2.0,a10_hybrid_v2,nominal,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130070582442927,0.9416772686100996,0.388922336382766,0.84
16.0,6.0,2.0,a10_hybrid_v2,power_shortage,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9021223913769816,0.9605215468959338,0.3499296832463391,0.768519528453247
